order_no,time_type,order_state,receive_type,approve_date,created_at,driver_id,delivery_date,latest_delivery_date,accept_date,pickup_date,pass_date,local_area_flag
MQ584D,1,4,2,2022/12/3 11:14,2022/12/3 11:12,15531,2022/12/3 11:30,2022/12/3 12:00,2022/12/3 11:15,2022/12/3 11:23,2022/12/3 11:32,0
FV214O,1,91,2,2022/12/3 11:12,2022/12/3 11:12,0,2022/12/3 11:50,2022/12/3 12:20,,,,1
HX968K,1,4,2,2022/12/3 11:14,2022/12/3 11:12,45439,2022/12/3 11:40,2022/12/3 12:10,2022/12/3 11:21,2022/12/3 11:33,2022/12/3 11:41,0
HL845Z,1,4,2,2022/12/3 11:13,2022/12/3 11:12,65606,2022/12/3 11:50,2022/12/3 12:20,2022/12/3 11:39,2022/12/3 11:55,2022/12/3 12:06,0
QU246E,1,4,2,2022/12/3 11:14,2022/12/3 11:12,48028,2022/12/3 11:35,2022/12/3 12:05,2022/12/3 11:16,2022/12/3 11:23,2022/12/3 11:28,0
WQ386H,1,4,2,2022/12/3 11:12,2022/12/3 11:12,48904,2022/12/3 11:35,2022/12/3 12:05,2022/12/3 11:16,2022/12/3 11:30,2022/12/3 11:39,0
OA945W,1,4,2,2022/12/3 11:12,2022/12/3 11:12,4636,2022/12/3 11:48,2022/12/3 12:18,2022/12/3 11:19,2022/12/3 11:27,2022/12/3 11:45,0
FH894A,1,4,2,2022/12/3 11:13,2022/12/3 11:12,75042,2022/12/3 11:35,2022/12/3 12:05,2022/12/3 11:13,2022/12/3 11:22,2022/12/3 11:31,1
WY520J,1,4,2,2022/12/3 11:13,2022/12/3 11:12,21655,2022/12/3 11:44,2022/12/3 12:14,2022/12/3 11:21,2022/12/3 11:30,2022/12/3 11:44,0
ME425U,1,4,2,2022/12/3 11:15,2022/12/3 11:12,70401,2022/12/3 12:00,2022/12/3 12:30,2022/12/3 11:28,2022/12/3 11:38,2022/12/3 11:52,0
FJ279B,1,4,2,2022/12/3 11:12,2022/12/3 11:12,45623,2022/12/3 11:40,2022/12/3 12:10,2022/12/3 11:52,2022/12/3 12:00,2022/12/3 12:05,0
HM094C,1,4,2,2022/12/3 11:12,2022/12/3 11:12,20129,2022/12/3 11:40,2022/12/3 12:10,2022/12/3 11:34,2022/12/3 11:52,2022/12/3 12:15,0
JH209R,1,4,2,2022/12/3 11:13,2022/12/3 11:13,6394,2022/12/3 11:50,2022/12/3 12:20,2022/12/3 11:28,2022/12/3 11:43,2022/12/3 11:54,0
CU381H,1,7,2,2022/12/3 11:13,2022/12/3 11:13,0,2022/12/3 11:45,2022/12/3 12:15,,,,0
UB168B,1,4,2,2022/12/3 11:13,2022/12/3 11:13,70365,2022/12/3 11:30,2022/12/3 12:00,2022/12/3 11:18,2022/12/3 11:24,2022/12/3 11:36,0
EN687T,1,4,2,2022/12/3 11:13,2022/12/3 11:13,35285,2022/12/3 11:46,2022/12/3 12:16,2022/12/3 11:30,2022/12/3 11:46,2022/12/3 11:51,0
SQ465K,1,4,2,2022/12/3 11:18,2022/12/3 11:13,24978,2022/12/3 11:41,2022/12/3 12:11,2022/12/3 11:22,2022/12/3 11:29,2022/12/3 11:33,0
DO381F,1,4,2,2022/12/3 11:23,2022/12/3 11:13,25527,2022/12/3 12:01,2022/12/3 12:31,2022/12/3 11:37,2022/12/3 11:49,2022/12/3 12:02,0
ZW502N,1,91,2,2022/12/3 11:13,2022/12/3 11:13,0,2022/12/3 11:48,2022/12/3 12:18,,,,1
VH248Q,1,4,2,2022/12/3 11:13,2022/12/3 11:13,17995,2022/12/3 11:56,2022/12/3 12:26,2022/12/3 11:24,2022/12/3 11:36,2022/12/3 11:55,0
SH976C,1,4,2,2022/12/3 11:14,2022/12/3 11:13,23357,2022/12/3 11:46,2022/12/3 12:16,2022/12/3 11:22,2022/12/3 11:27,2022/12/3 11:34,0
OA514L,1,4,2,2022/12/3 11:25,2022/12/3 11:13,67533,2022/12/3 12:16,2022/12/3 12:46,2022/12/3 11:33,2022/12/3 11:49,2022/12/3 12:08,0
FH042R,1,91,2,2022/12/3 11:15,2022/12/3 11:13,0,2022/12/3 11:50,2022/12/3 12:20,,,,1
YF173K,1,4,2,2022/12/3 11:14,2022/12/3 11:13,11061,2022/12/3 11:46,2022/12/3 12:16,2022/12/3 11:30,2022/12/3 11:44,2022/12/3 11:56,0
ZS054N,1,4,2,2022/12/3 11:13,2022/12/3 11:13,59434,2022/12/3 12:01,2022/12/3 12:31,2022/12/3 11:35,2022/12/3 11:55,2022/12/3 12:14,0
JU240D,1,4,2,2022/12/3 11:13,2022/12/3 11:13,3395,2022/12/3 11:49,2022/12/3 12:19,2022/12/3 11:35,2022/12/3 11:43,2022/12/3 11:58,0
KF985T,1,4,2,2022/12/3 11:13,2022/12/3 11:13,45713,2022/12/3 11:56,2022/12/3 12:26,2022/12/3 11:21,2022/12/3 11:33,2022/12/3 11:48,0
PR185N,1,4,2,2022/12/3 11:15,2022/12/3 11:13,34735,2022/12/3 11:46,2022/12/3 12:16,2022/12/3 11:19,2022/12/3 11:35,2022/12/3 11:47,0
AW137J,1,4,2,2022/12/3 11:13,2022/12/3 11:13,43497,2022/12/3 11:51,2022/12/3 12:21,2022/12/3 11:19,2022/12/3 11:29,2022/12/3 11:48,0
WB135A,1,4,2,2022/12/3 11:15,2022/12/3 11:13,43696,2022/12/3 11:46,2022/12/3 12:16,2022/12/3 11:19,2022/12/3 11:29,2022/12/3 11:41,1
QH457P,1,4,2,2022/12/3 11:13,2022/12/3 11:13,46196,2022/12/3 11:31,2022/12/3 12:01,2022/12/3 11:14,2022/12/3 11:27,2022/12/3 11:31,0
UL721B,1,4,2,2022/12/3 11:13,2022/12/3 11:13,55719,2022/12/3 11:41,2022/12/3 12:11,2022/12/3 11:14,2022/12/3 11:23,2022/12/3 11:32,0
LH907O,1,3,2,,2022/12/3 11:13,0,2022/12/3 11:41,2022/12/3 12:11,,,,0
JU146U,1,4,2,2022/12/3 11:14,2022/12/3 11:13,24016,2022/12/3 11:59,2022/12/3 12:29,2022/12/3 11:32,2022/12/3 11:39,2022/12/3 11:52,0
RY840O,1,4,2,2022/12/3 11:13,2022/12/3 11:13,46104,2022/12/3 11:57,2022/12/3 12:27,2022/12/3 11:28,2022/12/3 11:46,2022/12/3 11:58,0
TJ520J,1,4,2,2022/12/3 11:13,2022/12/3 11:13,27088,2022/12/3 11:36,2022/12/3 12:06,2022/12/3 11:17,2022/12/3 11:32,2022/12/3 11:38,0
JU124S,1,91,2,2022/12/3 11:13,2022/12/3 11:13,0,2022/12/3 11:56,2022/12/3 12:26,,,,1
GV124V,1,6,2,,2022/12/3 11:13,0,2022/12/3 11:51,2022/12/3 12:21,,,,0
BE701S,1,4,2,2022/12/3 11:13,2022/12/3 11:13,70250,2022/12/3 11:46,2022/12/3 12:16,2022/12/3 11:31,2022/12/3 11:45,2022/12/3 11:53,0
GB647J,1,4,2,2022/12/3 11:14,2022/12/3 11:13,66187,2022/12/3 11:48,2022/12/3 12:18,2022/12/3 11:16,2022/12/3 11:35,2022/12/3 11:43,0
VO654X,1,4,2,2022/12/3 11:14,2022/12/3 11:13,66192,2022/12/3 12:06,2022/12/3 12:36,2022/12/3 11:14,2022/12/3 11:33,2022/12/3 11:50,1
XH765K,1,4,2,2022/12/3 11:15,2022/12/3 11:13,47467,2022/12/3 11:56,2022/12/3 12:26,2022/12/3 11:20,2022/12/3 11:29,2022/12/3 11:55,0
JI786P,1,4,2,2022/12/3 11:14,2022/12/3 11:13,25957,2022/12/3 11:42,2022/12/3 12:12,2022/12/3 11:33,2022/12/3 11:39,2022/12/3 11:50,0
RY719C,1,4,2,2022/12/3 11:14,2022/12/3 11:13,6649,2022/12/3 11:46,2022/12/3 12:16,2022/12/3 11:29,2022/12/3 11:51,2022/12/3 12:04,0
YJ428Y,1,4,2,2022/12/3 11:18,2022/12/3 11:13,9181,2022/12/3 11:31,2022/12/3 12:01,2022/12/3 11:20,2022/12/3 11:40,2022/12/3 11:45,0
TS720I,1,4,2,2022/12/3 11:14,2022/12/3 11:13,64678,2022/12/3 12:06,2022/12/3 12:36,2022/12/3 11:23,2022/12/3 11:31,2022/12/3 11:59,0
NB976O,1,3,2,,2022/12/3 11:13,0,2022/12/3 12:06,2022/12/3 12:36,,,,0
SG947I,1,3,2,,2022/12/3 11:14,0,2022/12/3 11:46,2022/12/3 12:16,,,,1
HB810M,1,4,2,2022/12/3 11:14,2022/12/3 11:14,46230,2022/12/3 11:42,2022/12/3 12:12,2022/12/3 11:18,2022/12/3 11:26,2022/12/3 11:35,0
GV947D,1,4,2,2022/12/3 11:14,2022/12/3 11:14,21752,2022/12/3 11:56,2022/12/3 12:26,2022/12/3 11:14,2022/12/3 11:37,2022/12/3 12:13,1
IT712P,1,91,2,2022/12/3 11:14,2022/12/3 11:14,0,2022/12/3 11:42,2022/12/3 12:12,,,,1
RG415B,1,4,2,2022/12/3 11:14,2022/12/3 11:14,73703,2022/12/3 11:57,2022/12/3 12:27,2022/12/3 11:14,2022/12/3 11:30,2022/12/3 11:47,1
OL240P,1,4,2,2022/12/3 11:15,2022/12/3 11:14,41289,2022/12/3 11:47,2022/12/3 12:17,2022/12/3 11:24,2022/12/3 11:26,2022/12/3 11:34,0
KU498E,1,4,2,2022/12/3 11:14,2022/12/3 11:14,67219,2022/12/3 11:46,2022/12/3 12:16,2022/12/3 11:23,2022/12/3 11:32,2022/12/3 11:45,0
MJ063L,1,4,2,2022/12/3 11:14,2022/12/3 11:14,32284,2022/12/3 11:54,2022/12/3 12:24,2022/12/3 11:25,2022/12/3 11:46,2022/12/3 12:05,0
LW875Y,1,4,2,2022/12/3 11:14,2022/12/3 11:14,75733,2022/12/3 11:42,2022/12/3 12:12,2022/12/3 11:14,2022/12/3 11:31,2022/12/3 11:38,1
GY094M,1,4,2,2022/12/3 11:14,2022/12/3 11:14,2842,2022/12/3 11:34,2022/12/3 12:04,2022/12/3 11:23,2022/12/3 11:31,2022/12/3 11:41,0
GF653I,1,4,2,2022/12/3 11:14,2022/12/3 11:14,1786,2022/12/3 11:52,2022/12/3 12:22,2022/12/3 11:25,2022/12/3 11:33,2022/12/3 11:51,0
MT694Z,1,4,2,2022/12/3 11:14,2022/12/3 11:14,64315,2022/12/3 11:47,2022/12/3 12:17,2022/12/3 11:24,2022/12/3 11:33,2022/12/3 11:42,0
GL307V,1,4,2,2022/12/3 11:14,2022/12/3 11:14,39916,2022/12/3 11:48,2022/12/3 12:18,2022/12/3 11:24,2022/12/3 11:30,2022/12/3 11:40,0
FH163U,1,4,2,2022/12/3 11:14,2022/12/3 11:14,70286,2022/12/3 11:37,2022/12/3 12:07,2022/12/3 11:19,2022/12/3 11:31,2022/12/3 11:37,0
SR036P,1,4,2,2022/12/3 11:14,2022/12/3 11:14,61946,2022/12/3 11:42,2022/12/3 12:12,2022/12/3 11:19,2022/12/3 11:23,2022/12/3 11:40,0
OS128S,1,4,2,2022/12/3 11:14,2022/12/3 11:14,45339,2022/12/3 12:02,2022/12/3 12:32,2022/12/3 11:24,2022/12/3 11:35,2022/12/3 12:02,0
NO254Q,1,4,2,2022/12/3 11:15,2022/12/3 11:14,49008,2022/12/3 11:47,2022/12/3 12:17,2022/12/3 11:23,2022/12/3 11:38,2022/12/3 11:47,0
ZO530T,1,4,2,2022/12/3 11:15,2022/12/3 11:14,50151,2022/12/3 12:02,2022/12/3 12:32,2022/12/3 11:23,2022/12/3 11:28,2022/12/3 11:47,0
YW452K,1,4,2,2022/12/3 11:14,2022/12/3 11:14,52864,2022/12/3 11:42,2022/12/3 12:12,2022/12/3 11:25,2022/12/3 11:41,2022/12/3 11:49,0
QP875H,1,4,2,2022/12/3 11:14,2022/12/3 11:14,4529,2022/12/3 12:00,2022/12/3 12:30,2022/12/3 11:22,2022/12/3 11:43,2022/12/3 11:55,0
ZM782M,1,4,2,2022/12/3 11:14,2022/12/3 11:14,22353,2022/12/3 11:42,2022/12/3 12:12,2022/12/3 11:20,2022/12/3 11:33,2022/12/3 11:49,0
ME026H,1,4,2,2022/12/3 11:15,2022/12/3 11:14,27924,2022/12/3 11:52,2022/12/3 12:22,2022/12/3 11:33,2022/12/3 11:53,2022/12/3 12:06,0
DX321E,1,4,2,2022/12/3 11:15,2022/12/3 11:14,36184,2022/12/3 12:01,2022/12/3 12:31,2022/12/3 11:30,2022/12/3 11:42,2022/12/3 11:58,0
PJ492C,1,4,2,2022/12/3 11:14,2022/12/3 11:14,60106,2022/12/3 11:49,2022/12/3 12:19,2022/12/3 11:26,2022/12/3 11:44,2022/12/3 11:55,0
GB834E,1,4,2,2022/12/3 11:15,2022/12/3 11:14,77716,2022/12/3 12:02,2022/12/3 12:32,2022/12/3 11:48,2022/12/3 11:54,2022/12/3 12:04,0
LN859J,1,4,2,2022/12/3 11:14,2022/12/3 11:14,73727,2022/12/3 11:47,2022/12/3 12:17,2022/12/3 11:29,2022/12/3 11:42,2022/12/3 11:48,0
NU819F,1,4,2,2022/12/3 11:16,2022/12/3 11:15,46027,2022/12/3 11:40,2022/12/3 12:10,2022/12/3 11:21,2022/12/3 11:40,2022/12/3 11:46,0
TR023N,1,4,2,2022/12/3 11:15,2022/12/3 11:15,60120,2022/12/3 11:48,2022/12/3 12:18,2022/12/3 11:24,2022/12/3 11:31,2022/12/3 11:41,0
WJ743L,1,4,2,2022/12/3 11:16,2022/12/3 11:15,35284,2022/12/3 12:13,2022/12/3 12:43,2022/12/3 11:25,2022/12/3 11:50,2022/12/3 12:18,0
JY284T,1,3,2,,2022/12/3 11:15,0,2022/12/3 12:06,2022/12/3 12:36,,,,0
OD214H,1,91,2,2022/12/3 11:16,2022/12/3 11:15,0,2022/12/3 11:53,2022/12/3 12:23,,,,1
TY932D,1,4,2,2022/12/3 11:15,2022/12/3 11:15,78109,2022/12/3 11:43,2022/12/3 12:13,2022/12/3 11:15,2022/12/3 11:30,2022/12/3 11:43,1
MN276Z,1,91,2,2022/12/3 11:15,2022/12/3 11:15,0,2022/12/3 11:48,2022/12/3 12:18,,,,1
UF657N,1,4,2,2022/12/3 11:15,2022/12/3 11:15,46983,2022/12/3 11:53,2022/12/3 12:23,2022/12/3 11:20,2022/12/3 11:34,2022/12/3 11:48,0
DO578Q,1,4,2,2022/12/3 11:15,2022/12/3 11:15,77716,2022/12/3 11:54,2022/12/3 12:24,2022/12/3 11:35,2022/12/3 11:39,2022/12/3 11:47,0
JR085P,1,4,2,2022/12/3 11:15,2022/12/3 11:15,37377,2022/12/3 12:08,2022/12/3 12:38,2022/12/3 11:21,2022/12/3 11:42,2022/12/3 12:13,0
GT845T,1,4,2,2022/12/3 11:15,2022/12/3 11:15,4154,2022/12/3 11:43,2022/12/3 12:13,2022/12/3 11:27,2022/12/3 11:38,2022/12/3 11:44,0
JE806L,1,4,2,2022/12/3 11:15,2022/12/3 11:15,44748,2022/12/3 11:38,2022/12/3 12:08,2022/12/3 11:19,2022/12/3 11:27,2022/12/3 11:33,0
PR350L,1,4,2,2022/12/3 11:15,2022/12/3 11:15,46288,2022/12/3 11:56,2022/12/3 12:26,2022/12/3 11:23,2022/12/3 11:27,2022/12/3 11:43,0
UE514U,1,4,2,2022/12/3 11:15,2022/12/3 11:15,31622,2022/12/3 11:48,2022/12/3 12:18,2022/12/3 11:20,2022/12/3 11:31,2022/12/3 11:46,0
RJ835C,1,4,2,2022/12/3 11:15,2022/12/3 11:15,36001,2022/12/3 11:48,2022/12/3 12:18,2022/12/3 11:26,2022/12/3 11:39,2022/12/3 11:49,0
LO583L,1,4,2,2022/12/3 11:16,2022/12/3 11:15,72261,2022/12/3 11:48,2022/12/3 12:18,2022/12/3 11:25,2022/12/3 11:31,2022/12/3 11:39,0
XD720H,1,4,2,2022/12/3 11:16,2022/12/3 11:15,22579,2022/12/3 12:03,2022/12/3 12:33,2022/12/3 11:21,2022/12/3 11:37,2022/12/3 11:58,0
SY826Y,1,4,2,2022/12/3 11:17,2022/12/3 11:15,10828,2022/12/3 11:43,2022/12/3 12:13,2022/12/3 11:19,2022/12/3 11:33,2022/12/3 11:44,0
SE319I,1,4,2,2022/12/3 11:15,2022/12/3 11:15,23314,2022/12/3 12:03,2022/12/3 12:33,2022/12/3 11:25,2022/12/3 11:28,2022/12/3 11:37,0
SI572E,1,4,2,2022/12/3 11:16,2022/12/3 11:15,52375,2022/12/3 12:04,2022/12/3 12:34,2022/12/3 11:28,2022/12/3 11:39,2022/12/3 11:47,0
LO365Z,1,4,2,2022/12/3 11:17,2022/12/3 11:15,12852,2022/12/3 11:48,2022/12/3 12:18,2022/12/3 11:18,2022/12/3 11:26,2022/12/3 11:38,0
GX143D,1,4,2,2022/12/3 11:16,2022/12/3 11:15,27932,2022/12/3 11:49,2022/12/3 12:19,2022/12/3 11:26,2022/12/3 11:33,2022/12/3 11:48,0
WL564M,1,4,2,2022/12/3 11:16,2022/12/3 11:15,26035,2022/12/3 11:48,2022/12/3 12:18,2022/12/3 11:22,2022/12/3 11:32,2022/12/3 11:45,0
VR692S,1,4,2,2022/12/3 11:17,2022/12/3 11:15,69416,2022/12/3 11:44,2022/12/3 12:14,2022/12/3 11:26,2022/12/3 11:29,2022/12/3 11:33,0
PD273I,1,4,2,2022/12/3 11:16,2022/12/3 11:15,33931,2022/12/3 11:43,2022/12/3 12:13,2022/12/3 11:57,2022/12/3 12:03,2022/12/3 12:12,0
KF708G,1,4,2,2022/12/3 11:16,2022/12/3 11:15,67272,2022/12/3 11:48,2022/12/3 12:18,2022/12/3 11:22,2022/12/3 11:42,2022/12/3 11:54,0
AE046V,1,91,2,2022/12/3 11:16,2022/12/3 11:16,0,2022/12/3 11:38,2022/12/3 12:08,,,,1
LI793J,1,4,2,2022/12/3 11:16,2022/12/3 11:16,533,2022/12/3 12:08,2022/12/3 12:38,2022/12/3 11:22,2022/12/3 11:37,2022/12/3 11:56,0
WN873S,1,4,2,2022/12/3 11:16,2022/12/3 11:16,46945,2022/12/3 11:37,2022/12/3 12:07,2022/12/3 11:17,2022/12/3 11:23,2022/12/3 11:31,0
RV840G,1,4,2,2022/12/3 11:16,2022/12/3 11:16,39730,2022/12/3 11:49,2022/12/3 12:19,2022/12/3 11:34,2022/12/3 11:41,2022/12/3 11:50,0
JV587A,1,4,2,2022/12/3 11:16,2022/12/3 11:16,46983,2022/12/3 12:04,2022/12/3 12:34,2022/12/3 11:48,2022/12/3 11:57,2022/12/3 12:14,0
HJ985A,1,4,2,2022/12/3 11:16,2022/12/3 11:16,59205,2022/12/3 11:49,2022/12/3 12:19,2022/12/3 11:25,2022/12/3 11:40,2022/12/3 11:47,0
AS423Z,1,4,2,2022/12/3 11:17,2022/12/3 11:16,24522,2022/12/3 11:44,2022/12/3 12:14,2022/12/3 11:38,2022/12/3 11:47,2022/12/3 11:58,0
PQ350B,1,4,2,2022/12/3 11:16,2022/12/3 11:16,54317,2022/12/3 11:51,2022/12/3 12:21,2022/12/3 11:17,2022/12/3 11:26,2022/12/3 11:50,0
OC406R,2,4,2,2022/12/3 14:54,2022/12/3 11:16,72850,2022/12/3 16:45,2022/12/3 16:45,2022/12/3 14:58,2022/12/3 15:02,2022/12/3 17:09,0
PT984M,1,4,2,2022/12/3 11:16,2022/12/3 11:16,43266,2022/12/3 11:39,2022/12/3 12:09,2022/12/3 11:17,2022/12/3 11:32,2022/12/3 11:38,1
PU047I,1,4,2,2022/12/3 11:17,2022/12/3 11:16,11366,2022/12/3 11:39,2022/12/3 12:09,2022/12/3 11:21,2022/12/3 11:36,2022/12/3 11:41,0
IW739S,1,4,2,2022/12/3 11:17,2022/12/3 11:16,39916,2022/12/3 11:52,2022/12/3 12:22,2022/12/3 11:40,2022/12/3 11:56,2022/12/3 12:04,0
EH462P,1,4,2,2022/12/3 11:17,2022/12/3 11:16,44748,2022/12/3 11:59,2022/12/3 12:29,2022/12/3 11:35,2022/12/3 11:49,2022/12/3 11:58,0
DP095O,1,4,2,2022/12/3 11:20,2022/12/3 11:16,10549,2022/12/3 12:09,2022/12/3 12:39,2022/12/3 11:54,2022/12/3 12:03,2022/12/3 12:15,0
JI106C,1,4,2,2022/12/3 11:18,2022/12/3 11:16,74849,2022/12/3 12:16,2022/12/3 12:46,2022/12/3 11:40,2022/12/3 11:49,2022/12/3 11:57,0
ZL856N,1,4,2,2022/12/3 11:16,2022/12/3 11:16,21702,2022/12/3 11:54,2022/12/3 12:24,2022/12/3 11:28,2022/12/3 11:43,2022/12/3 12:03,0
OS718S,1,4,2,2022/12/3 11:26,2022/12/3 11:16,14829,2022/12/3 11:44,2022/12/3 12:14,2022/12/3 11:27,2022/12/3 11:46,2022/12/3 11:57,0
WL296M,1,4,2,2022/12/3 11:19,2022/12/3 11:16,32236,2022/12/3 11:54,2022/12/3 12:24,2022/12/3 11:21,2022/12/3 11:39,2022/12/3 11:55,0
OL917U,1,4,2,2022/12/3 11:17,2022/12/3 11:16,40141,2022/12/3 11:49,2022/12/3 12:19,2022/12/3 11:26,2022/12/3 11:53,2022/12/3 12:05,0
VS135Y,1,4,2,2022/12/3 11:17,2022/12/3 11:16,69378,2022/12/3 11:59,2022/12/3 12:29,2022/12/3 11:50,2022/12/3 11:56,2022/12/3 12:03,0
TB217Z,1,4,2,2022/12/3 11:17,2022/12/3 11:16,46670,2022/12/3 11:53,2022/12/3 12:23,2022/12/3 11:21,2022/12/3 11:28,2022/12/3 11:48,0
ID263K,1,4,2,2022/12/3 11:20,2022/12/3 11:16,69416,2022/12/3 11:49,2022/12/3 12:19,2022/12/3 11:33,2022/12/3 11:51,2022/12/3 12:14,0
OR143H,1,4,2,2022/12/3 11:26,2022/12/3 11:16,4850,2022/12/3 12:09,2022/12/3 12:39,2022/12/3 11:28,2022/12/3 11:42,2022/12/3 11:59,0
TQ769U,1,4,2,2022/12/3 11:17,2022/12/3 11:17,55506,2022/12/3 11:54,2022/12/3 12:24,2022/12/3 11:37,2022/12/3 12:10,2022/12/3 12:37,0
KF958M,1,4,2,2022/12/3 11:18,2022/12/3 11:17,35332,2022/12/3 12:05,2022/12/3 12:35,2022/12/3 11:34,2022/12/3 11:50,2022/12/3 12:12,0
DT921M,1,4,2,2022/12/3 11:17,2022/12/3 11:17,11739,2022/12/3 11:55,2022/12/3 12:25,2022/12/3 11:27,2022/12/3 11:36,2022/12/3 11:50,0
NR632M,1,4,2,2022/12/3 11:19,2022/12/3 11:17,4706,2022/12/3 11:45,2022/12/3 12:15,2022/12/3 11:31,2022/12/3 11:46,2022/12/3 11:51,0
ZX730N,1,4,2,2022/12/3 11:17,2022/12/3 11:17,75684,2022/12/3 11:45,2022/12/3 12:15,2022/12/3 11:19,2022/12/3 11:57,2022/12/3 12:12,1
IM372H,1,4,2,2022/12/3 11:19,2022/12/3 11:17,70168,2022/12/3 11:40,2022/12/3 12:10,2022/12/3 11:47,2022/12/3 11:53,2022/12/3 12:02,0
XM237P,1,4,2,2022/12/3 11:17,2022/12/3 11:17,65771,2022/12/3 12:00,2022/12/3 12:30,2022/12/3 11:31,2022/12/3 11:41,2022/12/3 11:58,0
BS851X,1,4,2,2022/12/3 11:17,2022/12/3 11:17,75773,2022/12/3 11:50,2022/12/3 12:20,2022/12/3 11:22,2022/12/3 11:33,2022/12/3 11:52,0
IS238I,1,4,2,2022/12/3 11:18,2022/12/3 11:17,30770,2022/12/3 11:50,2022/12/3 12:20,2022/12/3 11:45,2022/12/3 11:58,2022/12/3 12:18,0
JX103F,1,4,2,2022/12/3 11:17,2022/12/3 11:17,27800,2022/12/3 12:05,2022/12/3 12:35,2022/12/3 12:00,2022/12/3 12:08,2022/12/3 12:17,0
QP517N,1,4,2,2022/12/3 11:17,2022/12/3 11:17,31320,2022/12/3 11:50,2022/12/3 12:20,2022/12/3 11:34,2022/12/3 11:38,2022/12/3 11:52,0
LP360X,1,4,2,2022/12/3 11:19,2022/12/3 11:17,57867,2022/12/3 11:50,2022/12/3 12:20,2022/12/3 11:20,2022/12/3 11:27,2022/12/3 11:42,0
KO193I,1,4,2,2022/12/3 11:18,2022/12/3 11:17,77599,2022/12/3 11:45,2022/12/3 12:15,2022/12/3 11:29,2022/12/3 11:46,2022/12/3 11:55,0
HK382H,1,4,2,2022/12/3 11:18,2022/12/3 11:17,61208,2022/12/3 11:50,2022/12/3 12:20,2022/12/3 11:56,2022/12/3 12:11,2022/12/3 12:19,0
CL847A,1,4,2,2022/12/3 11:17,2022/12/3 11:17,63922,2022/12/3 12:27,2022/12/3 12:57,2022/12/3 11:39,2022/12/3 11:55,2022/12/3 12:01,0
PQ140O,1,4,2,2022/12/3 11:21,2022/12/3 11:17,26035,2022/12/3 12:20,2022/12/3 12:50,2022/12/3 11:46,2022/12/3 12:04,2022/12/3 12:27,0
WU607H,1,4,2,2022/12/3 11:17,2022/12/3 11:17,1294,2022/12/3 11:45,2022/12/3 12:15,2022/12/3 11:25,2022/12/3 11:30,2022/12/3 11:42,0
LP850M,1,4,2,2022/12/3 11:19,2022/12/3 11:17,64340,2022/12/3 11:43,2022/12/3 12:13,2022/12/3 11:20,2022/12/3 11:23,2022/12/3 11:50,0
TQ548W,1,4,2,2022/12/3 11:17,2022/12/3 11:17,53570,2022/12/3 12:16,2022/12/3 12:46,2022/12/3 12:03,2022/12/3 12:23,2022/12/3 12:37,0
NY517K,1,4,2,2022/12/3 11:27,2022/12/3 11:17,64312,2022/12/3 11:35,2022/12/3 12:05,2022/12/3 11:32,2022/12/3 11:35,2022/12/3 11:43,0
TM146K,1,4,2,2022/12/3 11:28,2022/12/3 11:17,6731,2022/12/3 11:45,2022/12/3 12:15,2022/12/3 11:29,2022/12/3 11:32,2022/12/3 11:37,0
SU526X,1,4,2,2022/12/3 11:18,2022/12/3 11:17,23118,2022/12/3 12:00,2022/12/3 12:30,2022/12/3 11:35,2022/12/3 11:40,2022/12/3 11:46,0
WO386N,1,4,2,2022/12/3 11:17,2022/12/3 11:17,55125,2022/12/3 12:00,2022/12/3 12:30,2022/12/3 11:22,2022/12/3 11:30,2022/12/3 11:54,0
FS425V,1,4,2,2022/12/3 11:18,2022/12/3 11:17,22872,2022/12/3 11:55,2022/12/3 12:25,2022/12/3 11:21,2022/12/3 11:43,2022/12/3 11:56,0
KQ981H,1,4,2,2022/12/3 11:18,2022/12/3 11:17,18211,2022/12/3 11:45,2022/12/3 12:15,2022/12/3 11:26,2022/12/3 11:30,2022/12/3 11:36,0
OF905M,1,4,2,2022/12/3 11:19,2022/12/3 11:17,27814,2022/12/3 11:49,2022/12/3 12:19,2022/12/3 11:24,2022/12/3 11:42,2022/12/3 11:56,1
ZC812J,1,3,2,,2022/12/3 11:17,0,2022/12/3 11:37,2022/12/3 12:07,,,,0
WO789G,1,4,2,2022/12/3 11:18,2022/12/3 11:17,14332,2022/12/3 11:55,2022/12/3 12:25,2022/12/3 11:38,2022/12/3 11:51,2022/12/3 12:02,0
MY582J,1,91,2,2022/12/3 11:18,2022/12/3 11:17,0,2022/12/3 11:45,2022/12/3 12:15,,,,1
CJ042C,1,4,2,2022/12/3 11:18,2022/12/3 11:17,3927,2022/12/3 11:40,2022/12/3 12:10,2022/12/3 11:23,2022/12/3 11:40,2022/12/3 11:45,0
GL579Q,1,4,2,2022/12/3 11:18,2022/12/3 11:17,57006,2022/12/3 12:10,2022/12/3 12:40,2022/12/3 11:29,2022/12/3 11:42,2022/12/3 12:14,0
LO064L,1,4,2,2022/12/3 11:18,2022/12/3 11:17,66185,2022/12/3 11:56,2022/12/3 12:26,2022/12/3 11:39,2022/12/3 11:42,2022/12/3 11:55,0
GT648W,1,4,2,2022/12/3 11:19,2022/12/3 11:18,37990,2022/12/3 11:40,2022/12/3 12:10,2022/12/3 11:19,2022/12/3 11:26,2022/12/3 11:52,1
