order_id,user_id,driver_id,ordered_at,amount,coupon,is_cancel,rating,delivery_min
ORD15617,U1309,D234,2024/10/30 21:23,1617,0,0,4,33
ORD23310,U1750,D246,2024/10/30 21:30,2367,0,0,3.6,32.9
ORD19132,U1513,D274,2024/10/30 21:34,1986,0,0,4,20.5
ORD11984,U1110,D256,2024/10/30 21:35,2697,1,0,4.1,29.6
ORD12792,U1150,D278,2024/10/30 21:42,1272,0,0,4.2,25.1
ORD12777,U1149,D306,2024/10/30 21:47,3032,1,0,4.5,24.5
ORD11029,U1058,D283,2024/10/30 21:49,2695,1,0,4.3,36.7
ORD18564,U1479,D268,2024/10/30 21:52,1508,1,0,4,23.1
ORD14001,U1221,D206,2024/10/30 21:58,1720,0,0,4.1,31.1
ORD21014,U1624,D313,2024/10/30 22:01,1799,0,0,3.9,24.5
ORD11245,U1069,D230,2024/10/30 22:25,,0,1,,
ORD21301,U1635,D218,2024/10/30 22:29,2674,0,0,4.2,34.1
ORD23965,U1781,D282,2024/10/30 22:29,1531,1,0,4.1,32.2
ORD12551,U1137,D230,2024/10/30 22:35,2412,1,0,3.6,36.4
ORD19226,U1519,D286,2024/10/30 22:36,2100,0,0,4.3,32
ORD19695,U1543,D295,2024/10/30 22:44,2178,0,0,3.9,25.6
ORD24260,U1800,D263,2024/10/30 22:44,1490,0,0,4.3,32.1
ORD21280,U1635,D309,2024/10/30 22:46,1783,0,0,4.6,31.3
ORD21934,U1672,D244,2024/10/30 22:46,2884,0,0,4,31.7
ORD19520,U1535,D284,2024/10/30 22:47,2016,1,0,4.4,25
ORD11086,U1059,D256,2024/10/30 22:59,1404,1,0,4,26.6
ORD23354,U1751,D301,2024/10/30 23:10,1481,1,0,3.8,26.8
ORD12353,U1127,D302,2024/10/30 23:22,1661,0,0,4,29.5
ORD20293,U1579,D218,2024/10/30 23:25,2604,0,0,3.8,30.1
ORD18209,U1457,D203,2024/10/30 23:43,1841,0,0,4.1,29
ORD11757,U1094,D311,2024/10/31 0:26,1699,1,0,3.6,29
ORD13618,U1203,D315,2024/10/31 0:29,1580,1,0,4.4,25.8
ORD11831,U1099,D201,2024/10/31 0:44,2635,1,0,4.1,29.9
ORD17589,U1426,D300,2024/10/31 1:15,2465,0,0,4.2,28.5
ORD11126,U1061,D281,2024/10/31 4:09,1495,0,0,4.3,24.5
ORD13067,U1165,D203,2024/10/31 4:33,2724,1,0,4.2,24.2
ORD21872,U1670,D310,2024/10/31 5:08,1742,1,0,4.2,27.6
ORD15055,U1279,D278,2024/10/31 6:12,1229,0,0,4.4,24.5
ORD15875,U1321,D232,2024/10/31 6:30,1409,0,0,4.6,24.7
ORD21352,U1641,D275,2024/10/31 6:52,2780,0,0,4.4,23.9
ORD17355,U1412,D309,2024/10/31 7:12,2510,0,0,4.4,27.8
ORD16288,U1347,D231,2024/10/31 7:38,2683,0,0,3.6,25.6
ORD17635,U1429,D245,2024/10/31 7:39,1712,0,0,4.4,24.4
ORD22967,U1734,D221,2024/10/31 7:48,1353,0,0,4.2,23.6
ORD19901,U1557,D296,2024/10/31 7:49,2876,0,0,4.4,26.3
ORD19854,U1555,D291,2024/10/31 8:12,1297,1,0,4.8,28.2
ORD17839,U1437,D292,2024/10/31 8:18,1892,0,0,3.9,31.4
ORD12445,U1134,D203,2024/10/31 8:25,3053,0,0,4.3,21
ORD23884,U1777,D276,2024/10/31 8:33,1921,0,0,4.3,24.5
ORD21424,U1646,D228,2024/10/31 8:35,2101,0,0,4.2,19.4
ORD23472,U1758,D275,2024/10/31 8:37,,1,1,,
ORD17980,U1442,D300,2024/10/31 8:44,2554,0,0,4.1,26.3
ORD18388,U1468,D273,2024/10/31 9:01,2824,0,0,3.8,27.8
ORD16118,U1333,D248,2024/10/31 9:03,1711,1,0,5,28.9
ORD13398,U1188,D299,2024/10/31 9:07,3183,1,0,4.6,23.2
ORD15925,U1323,D205,2024/10/31 9:24,,1,1,,
ORD12476,U1134,D261,2024/10/31 9:31,1626,0,0,4.8,27.9
ORD22518,U1701,D269,2024/10/31 9:42,1288,0,0,4.2,24.1
ORD10234,U1014,D221,2024/10/31 9:43,2131,0,0,4.7,27.4
ORD15936,U1325,D295,2024/10/31 9:43,3009,1,0,4.1,25.7
ORD22960,U1734,D272,2024/10/31 9:46,2620,1,0,4.6,27.6
ORD16751,U1374,D210,2024/10/31 9:53,3146,0,0,3.8,23.3
ORD19420,U1529,D238,2024/10/31 10:00,2705,0,0,4.7,23.8
ORD12378,U1128,D202,2024/10/31 10:03,1454,0,0,4.5,27.8
ORD11282,U1070,D292,2024/10/31 10:42,2358,1,0,4.8,23.8
ORD12989,U1161,D229,2024/10/31 10:56,1882,0,0,4.2,25
ORD20656,U1596,D303,2024/10/31 11:05,1553,0,0,4.6,22.6
ORD21587,U1652,D272,2024/10/31 11:05,3016,0,0,4.4,24
ORD16921,U1385,D206,2024/10/31 11:26,1649,0,0,3.6,29.5
ORD10323,U1016,D206,2024/10/31 11:31,1636,0,0,3.9,30.1
ORD13038,U1165,D203,2024/10/31 11:35,2630,0,0,4.3,21.5
ORD18347,U1463,D292,2024/10/31 11:35,1627,0,0,4.6,25.8
ORD23496,U1759,D285,2024/10/31 11:41,1896,1,0,4.5,26.7
ORD15314,U1291,D308,2024/10/31 12:02,1592,0,0,3.9,26.9
ORD22555,U1704,D296,2024/10/31 12:03,2303,0,0,4.5,23.6
ORD13681,U1206,D227,2024/10/31 12:10,3075,0,0,4.2,24.2
ORD19903,U1557,D296,2024/10/31 12:10,2280,1,0,4.5,26.1
ORD16892,U1384,D303,2024/10/31 12:10,,0,1,,
ORD24101,U1790,D312,2024/10/31 12:39,1253,0,0,4.2,26.8
ORD18409,U1469,D311,2024/10/31 12:41,1823,1,0,4.8,25.6
ORD23888,U1777,D292,2024/10/31 12:50,3109,0,0,3.8,20.4
ORD12840,U1152,D205,2024/10/31 12:58,1674,1,0,4.4,28.1
ORD15392,U1295,D219,2024/10/31 13:01,2160,1,0,4.6,28.3
ORD13198,U1176,D256,2024/10/31 13:08,3056,0,0,4.6,25.4
ORD22238,U1684,D268,2024/10/31 13:16,1738,0,0,4.3,25.6
ORD18515,U1474,D263,2024/10/31 13:17,2011,1,0,4.3,23.4
ORD11740,U1093,D246,2024/10/31 13:18,2936,0,0,4.3,24.6
ORD16615,U1362,D207,2024/10/31 13:19,1253,0,0,4.4,27
ORD10024,U1001,D251,2024/10/31 13:37,1507,0,0,4.8,24.8
ORD16037,U1329,D269,2024/10/31 13:44,1519,1,0,4.3,25.7
ORD21081,U1627,D250,2024/10/31 13:53,2521,1,0,4.2,22.9
ORD15321,U1292,D272,2024/10/31 14:08,2924,0,0,4.1,27.8
ORD15194,U1286,D309,2024/10/31 14:13,3005,0,0,4,24.9
ORD12241,U1123,D230,2024/10/31 14:37,2549,1,0,4.5,26.9
ORD16396,U1352,D305,2024/10/31 14:47,,0,1,,
ORD20355,U1582,D272,2024/10/31 14:48,1631,1,0,4.3,26
ORD24104,U1790,D319,2024/10/31 14:49,1431,0,0,4.3,27.4
ORD20045,U1564,D201,2024/10/31 14:49,2667,0,0,4,25.1
ORD13452,U1193,D268,2024/10/31 14:53,,0,1,,
ORD11625,U1087,D250,2024/10/31 15:13,2043,0,0,4.8,29.5
ORD19802,U1550,D306,2024/10/31 15:17,2202,1,0,4.3,26.8
ORD22418,U1693,D240,2024/10/31 15:33,2344,0,0,4,19.8
ORD22025,U1675,D215,2024/10/31 15:36,2348,0,0,4.5,24.8
ORD10334,U1017,D301,2024/10/31 15:56,1350,1,0,4.6,26.2
ORD16042,U1329,D213,2024/10/31 16:11,2484,0,0,4.1,23
ORD14072,U1224,D299,2024/10/31 16:23,2890,1,0,4.8,19.8
ORD21902,U1671,D255,2024/10/31 16:30,2671,0,0,4.6,23.9
ORD13079,U1166,D224,2024/10/31 16:31,2956,0,0,3.8,23.7
ORD22974,U1735,D232,2024/10/31 16:46,1885,0,0,4.1,27.8
ORD12278,U1125,D311,2024/10/31 16:47,1991,1,0,4.2,23.5
ORD20067,U1565,D300,2024/10/31 16:54,1875,1,0,4.3,28.4
ORD24031,U1786,D276,2024/10/31 16:59,1593,1,0,4.3,28.2
ORD16435,U1353,D269,2024/10/31 17:02,2411,0,0,4.2,25.7
ORD11654,U1089,D222,2024/10/31 17:07,1731,1,0,4.6,21.4
ORD23324,U1750,D244,2024/10/31 17:09,3071,1,0,4.2,25.5
ORD21949,U1672,D244,2024/10/31 17:16,2680,0,0,4.3,24.8
ORD23033,U1738,D316,2024/10/31 17:18,1469,0,0,4.1,25.2
ORD13610,U1202,D224,2024/10/31 17:27,1988,1,0,4.4,25.1
ORD16174,U1337,D303,2024/10/31 17:33,2480,1,0,3.9,27.3
ORD14439,U1244,D211,2024/10/31 17:40,1984,0,0,4.8,26.6
ORD18450,U1470,D261,2024/10/31 17:42,2826,0,0,4.5,29.6
ORD15858,U1320,D284,2024/10/31 17:42,3157,1,0,4.6,24.9
ORD21855,U1670,D305,2024/10/31 17:43,2834,0,0,4.1,26.2
ORD10399,U1023,D240,2024/10/31 17:51,2771,1,0,4.2,23.4
ORD15005,U1277,D202,2024/10/31 17:54,1370,1,0,3.6,26
ORD11346,U1073,D319,2024/10/31 18:10,2919,0,0,4,26.4
ORD10994,U1056,D303,2024/10/31 18:10,2646,0,0,3.8,30.8
ORD23343,U1751,D291,2024/10/31 18:13,2498,0,0,4.4,22.6
ORD18211,U1457,D260,2024/10/31 18:18,1874,1,0,3.7,23.6
ORD20235,U1576,D209,2024/10/31 18:21,1239,0,0,4.1,24.5
ORD22553,U1704,D296,2024/10/31 18:29,2912,1,0,4.6,21.6
ORD20704,U1600,D308,2024/10/31 18:32,,0,1,,
ORD20308,U1580,D207,2024/10/31 18:39,2981,0,0,4.9,24.3
ORD13073,U1166,D224,2024/10/31 18:40,3036,1,0,4.3,25.9
ORD17138,U1399,D308,2024/10/31 18:56,2833,1,0,4.2,24.9
ORD18594,U1482,D278,2024/10/31 18:56,1698,0,0,4.4,22
ORD14294,U1235,D243,2024/10/31 19:14,2109,0,0,4,24.3
ORD12570,U1138,D250,2024/10/31 19:25,1986,0,0,4.5,29
ORD23081,U1740,D263,2024/10/31 19:27,2151,0,0,3.9,33
ORD23076,U1740,D300,2024/10/31 19:32,2747,1,0,4.3,29.5
ORD15766,U1316,D227,2024/10/31 19:32,1493,0,0,4.2,30.2
ORD15042,U1279,D291,2024/10/31 19:36,1247,0,0,4.3,26.4
ORD21542,U1650,D214,2024/10/31 19:43,3003,0,0,4.3,24.9
ORD12690,U1146,D305,2024/10/31 19:43,2078,1,0,4.4,30.5
ORD11447,U1078,D265,2024/10/31 19:43,1405,0,0,4.2,31.4
ORD12246,U1123,D294,2024/10/31 19:48,,1,1,,
ORD10440,U1025,D296,2024/10/31 19:53,2091,1,0,4.8,20.7
ORD21948,U1672,D202,2024/10/31 19:55,2466,0,0,3.9,29.5
ORD16431,U1353,D213,2024/10/31 20:20,1930,0,0,4.3,26
ORD12049,U1114,D206,2024/10/31 20:30,1871,0,0,3.6,31.7
ORD11811,U1098,D286,2024/10/31 20:30,1977,1,0,4.3,34.1
ORD23633,U1765,D308,2024/10/31 20:30,1470,0,0,3.9,27.6
ORD23798,U1772,D219,2024/10/31 20:34,3131,0,0,4.3,27.3
ORD13091,U1167,D226,2024/10/31 20:34,1255,0,0,4.8,24.2
ORD22948,U1734,D262,2024/10/31 20:45,1522,0,0,3.8,27.6
ORD17328,U1411,D272,2024/10/31 20:49,2853,0,0,4,40.4
ORD18803,U1495,D211,2024/10/31 20:55,2550,0,0,3.4,37.8
ORD16143,U1335,D292,2024/10/31 20:58,3171,1,0,4.4,26.8
ORD21878,U1670,D314,2024/10/31 21:04,2639,1,0,4.5,28.2
ORD13572,U1201,D206,2024/10/31 21:05,1893,0,0,4,27.8
ORD21169,U1629,D298,2024/10/31 21:35,2624,0,0,4.6,29.1
ORD20379,U1583,D286,2024/10/31 21:36,2881,1,0,3.6,33.5
ORD21619,U1655,D311,2024/10/31 21:36,1568,0,0,4.4,27.9
ORD14771,U1263,D210,2024/10/31 21:42,2356,0,0,3.9,25.2
ORD19159,U1514,D286,2024/10/31 21:50,1600,1,0,4.4,26.1
ORD22962,U1734,D255,2024/10/31 21:51,3198,1,0,4.2,24.8
ORD22061,U1677,D290,2024/10/31 22:01,1358,0,0,4.3,34.2
ORD18851,U1496,D219,2024/10/31 22:07,2417,0,0,4,26.9
ORD12917,U1157,D250,2024/10/31 22:09,2962,0,0,4.2,26.1
ORD20342,U1582,D317,2024/10/31 22:10,2425,0,0,3.8,32.6
ORD22414,U1693,D293,2024/10/31 22:14,1608,1,0,4.6,22.8
ORD17150,U1400,D226,2024/10/31 22:20,2705,0,0,3.9,26.4
ORD17528,U1423,D239,2024/10/31 22:28,2863,1,0,4.2,30
ORD23028,U1738,D206,2024/10/31 22:35,3074,0,0,4.1,28.8
ORD23907,U1777,D275,2024/10/31 22:42,2554,1,0,4.3,26.5
ORD14191,U1229,D263,2024/10/31 22:43,1275,0,0,4,26.6
ORD12265,U1124,D205,2024/10/31 22:51,2164,0,0,4.3,25.2
ORD21148,U1628,D272,2024/10/31 22:56,1681,0,0,4.5,29.2
ORD18954,U1503,D225,2024/10/31 23:31,2399,1,0,4.3,22.7
ORD23069,U1740,D219,2024/11/1 0:59,2568,1,0,4.4,27.5
ORD22163,U1681,D302,2024/11/1 2:35,2652,0,0,4.1,29.9
ORD10896,U1049,D208,2024/11/1 3:05,1932,0,0,4.4,28.1
ORD11667,U1090,D308,2024/11/1 5:56,1764,0,0,4.3,30.8
ORD24178,U1796,D271,2024/11/1 7:30,1488,0,0,4.1,24.1
ORD15132,U1284,D256,2024/11/1 7:44,1887,1,0,4.1,23.5
ORD13334,U1183,D263,2024/11/1 7:45,1933,1,0,4.2,26.1
ORD15107,U1283,D295,2024/11/1 7:48,1474,0,0,3.9,25.6
ORD22035,U1676,D205,2024/11/1 8:18,2126,1,0,4.2,23.1
ORD10625,U1036,D280,2024/11/1 8:29,,1,1,,
ORD19927,U1559,D259,2024/11/1 8:35,2411,0,0,4.2,23.5
ORD23519,U1761,D215,2024/11/1 8:51,2143,0,0,4.5,21.1
ORD14930,U1269,D303,2024/11/1 9:26,2974,0,0,4.8,25.3
ORD16296,U1347,D300,2024/11/1 9:30,2646,0,0,4.9,26.6
ORD10983,U1055,D318,2024/11/1 9:42,2482,0,0,4.6,26.3
ORD17708,U1433,D251,2024/11/1 9:42,3095,0,0,4.7,21
ORD11167,U1062,D208,2024/11/1 9:43,1826,0,0,4.2,21.6
ORD14558,U1252,D234,2024/11/1 10:11,2120,0,0,4.3,22.6
ORD15272,U1290,D205,2024/11/1 10:14,2423,0,0,4.4,24.2
ORD20074,U1565,D231,2024/11/1 10:16,1905,1,0,4.5,23.1
ORD16747,U1374,D210,2024/11/1 10:42,2745,0,0,4.1,23.6
ORD15189,U1285,D230,2024/11/1 10:54,2159,0,0,3.9,26.3
ORD21909,U1671,D272,2024/11/1 10:59,1662,0,0,4.5,27.1
ORD17062,U1397,D261,2024/11/1 11:05,1354,0,0,4.5,28.8
ORD13033,U1165,D203,2024/11/1 11:08,1704,0,0,4.8,26.1
ORD24084,U1789,D276,2024/11/1 11:17,1603,1,0,4.5,28.4
ORD14939,U1269,D263,2024/11/1 11:24,1768,1,0,4.1,26.9
ORD17809,U1436,D292,2024/11/1 11:33,2915,0,0,4.5,26.3
ORD20182,U1572,D318,2024/11/1 11:34,1937,0,0,4.4,26.1
ORD11419,U1077,D243,2024/11/1 11:34,3058,0,0,3.7,24.8
ORD10489,U1027,D246,2024/11/1 11:41,1213,1,0,4.8,28.6
ORD10545,U1030,D221,2024/11/1 11:55,2067,0,0,4.3,25.5
ORD16053,U1330,D274,2024/11/1 12:04,1738,0,0,4.1,26.1
ORD14079,U1225,D250,2024/11/1 12:14,2543,0,0,4.4,25.6
ORD21929,U1672,D244,2024/11/1 12:20,1586,0,0,4.1,26.6
ORD23695,U1768,D273,2024/11/1 12:20,1964,0,0,4.1,23.2
ORD13603,U1202,D220,2024/11/1 12:30,1495,0,0,4.1,23.5
ORD19867,U1556,D277,2024/11/1 12:37,2697,1,0,4.2,25.4
ORD17779,U1435,D290,2024/11/1 12:41,2048,1,0,4.8,30.7
ORD24035,U1786,D280,2024/11/1 12:47,3086,0,0,5,25.4
ORD12663,U1144,D243,2024/11/1 12:50,2714,0,0,4.1,28.1
ORD23467,U1758,D276,2024/11/1 12:59,1926,1,0,5,24.3
ORD17394,U1414,D211,2024/11/1 13:06,2795,0,0,4.5,24.1
ORD13823,U1213,D292,2024/11/1 13:12,2044,1,0,3.9,22
ORD15744,U1315,D209,2024/11/1 13:14,2942,0,0,4.8,23.6
ORD21556,U1651,D216,2024/11/1 13:15,2093,1,0,4.1,24.1
ORD12338,U1127,D234,2024/11/1 13:16,1693,0,0,4,28
ORD18612,U1483,D213,2024/11/1 13:16,1541,0,0,4.7,25.7
ORD14517,U1248,D239,2024/11/1 13:16,1445,1,0,4.7,25.6
ORD22903,U1732,D314,2024/11/1 13:19,2398,0,0,4.2,29.3
ORD17787,U1435,D290,2024/11/1 13:35,1800,1,0,4,24.5
ORD12496,U1135,D295,2024/11/1 13:51,2225,1,0,4.4,23.6
ORD13004,U1163,D270,2024/11/1 13:56,2718,0,0,4.2,25
ORD11243,U1069,D265,2024/11/1 14:05,1471,0,0,3.9,26.5
ORD16997,U1388,D278,2024/11/1 14:23,1713,1,0,4,29.2
ORD15344,U1292,D239,2024/11/1 14:30,1248,0,0,4,23
ORD15667,U1311,D309,2024/11/1 14:41,1217,0,0,4.6,25.3
ORD10411,U1024,D290,2024/11/1 14:51,3185,0,0,4.4,24.9
ORD22845,U1726,D258,2024/11/1 14:52,2545,0,0,3.6,29.9
ORD13432,U1193,D267,2024/11/1 15:02,3101,1,0,4.4,23.1
ORD14435,U1244,D317,2024/11/1 15:21,2731,0,0,4.8,25.5
ORD16264,U1344,D265,2024/11/1 15:26,2849,0,0,4.2,32.6
ORD18811,U1495,D221,2024/11/1 15:29,2719,1,0,4.7,26.8
ORD12909,U1157,D219,2024/11/1 15:44,1853,0,0,4,24.9
ORD22290,U1689,D307,2024/11/1 16:05,2584,0,0,4.5,25
ORD13777,U1210,D222,2024/11/1 16:14,2510,0,0,4.6,21.9
ORD24169,U1796,D246,2024/11/1 16:19,1638,1,0,4.7,23.2
ORD17644,U1429,D224,2024/11/1 16:26,1585,0,0,3.8,25.2
ORD22215,U1682,D291,2024/11/1 16:31,,0,1,,
ORD15233,U1286,D223,2024/11/1 16:40,3053,0,0,4.7,26.4
ORD13077,U1166,D220,2024/11/1 16:50,1568,0,0,4.1,28.4
ORD14419,U1244,D221,2024/11/1 17:00,2072,1,0,3.4,27.6
ORD18841,U1496,D231,2024/11/1 17:01,2116,0,0,4.2,26.2
ORD14511,U1248,D262,2024/11/1 17:10,1589,1,0,4.3,27.8
ORD17377,U1414,D317,2024/11/1 17:24,3146,0,0,4.7,25.9
ORD22776,U1718,D204,2024/11/1 17:28,2372,1,0,4.3,26
ORD12536,U1137,D202,2024/11/1 17:34,1353,0,0,4.8,24.1
ORD17811,U1436,D260,2024/11/1 17:37,2677,0,0,3.8,22.2
ORD10031,U1002,D221,2024/11/1 17:55,1569,0,0,4.6,28.6
ORD16484,U1356,D270,2024/11/1 17:58,3046,0,0,4.2,25.9
ORD19338,U1525,D243,2024/11/1 18:00,1633,0,0,4.3,26.8
ORD10828,U1047,D272,2024/11/1 18:10,1762,0,0,4.4,27
ORD22495,U1697,D280,2024/11/1 18:15,3037,1,0,4.5,20.9
ORD16388,U1352,D234,2024/11/1 18:20,2173,1,0,4.5,30
ORD21191,U1632,D221,2024/11/1 18:23,2168,0,0,4.2,23.2
ORD14604,U1254,D209,2024/11/1 18:27,1423,0,0,4.6,25
ORD11434,U1077,D259,2024/11/1 18:30,2568,0,0,4.2,23.2
ORD21867,U1670,D252,2024/11/1 18:31,2717,1,0,4.4,27.5
ORD13326,U1183,D256,2024/11/1 18:46,2277,0,0,4.1,26.4
ORD11781,U1097,D272,2024/11/1 18:47,2415,1,0,4.4,26.5
ORD19689,U1542,D218,2024/11/1 18:57,2430,0,0,4.3,18
ORD19792,U1547,D273,2024/11/1 18:58,1318,1,0,3.9,23.4
ORD10484,U1027,D265,2024/11/1 18:58,1896,0,0,4.3,21.3
ORD18380,U1468,D225,2024/11/1 19:03,1513,1,0,4.7,21.8
ORD16016,U1327,D222,2024/11/1 19:14,2294,0,0,4.4,26.1
ORD16583,U1361,D243,2024/11/1 19:14,2742,0,0,4.4,24.5
ORD23137,U1742,D205,2024/11/1 19:14,1233,0,0,4.3,26.3
ORD15141,U1284,D263,2024/11/1 19:15,2964,1,0,3.7,36.7
ORD15663,U1311,D282,2024/11/1 19:18,2505,0,0,4.3,32.5
ORD13274,U1179,D223,2024/11/1 19:25,,0,1,,
ORD14466,U1246,D237,2024/11/1 19:27,1332,1,0,4.1,23.9
ORD22079,U1677,D290,2024/11/1 19:27,2588,1,0,4.7,30.3
ORD13954,U1220,D231,2024/11/1 19:37,1604,0,0,3.9,32.8
ORD18473,U1472,D260,2024/11/1 19:40,1642,1,0,4.1,28.3
ORD18479,U1472,D260,2024/11/1 19:54,2804,0,0,3.6,30.9
ORD22281,U1689,D215,2024/11/1 19:56,2374,0,0,4.1,31.9
ORD16228,U1342,D281,2024/11/1 19:57,,0,1,,
ORD14000,U1221,D208,2024/11/1 19:58,1218,1,0,4,27.3
ORD19604,U1538,D203,2024/11/1 20:08,1568,0,0,4.1,28
ORD15419,U1295,D263,2024/11/1 20:11,1555,0,0,3.9,28.7
ORD12275,U1125,D202,2024/11/1 20:11,2617,1,0,4.1,27.5
ORD18430,U1470,D261,2024/11/1 20:15,1787,0,0,4.2,29.9
ORD10493,U1027,D311,2024/11/1 20:18,2552,0,0,4.8,26.5
ORD16702,U1370,D264,2024/11/1 20:21,1359,1,0,4.3,29
ORD15596,U1308,D223,2024/11/1 20:21,3107,0,0,3.9,36.8
ORD13630,U1203,D245,2024/11/1 20:27,2488,0,0,4.5,24.9
ORD13842,U1213,D292,2024/11/1 20:28,1746,1,0,3.4,32.9
ORD19257,U1521,D309,2024/11/1 20:29,1391,0,0,4.5,29.2
ORD15607,U1308,D223,2024/11/1 20:32,3144,0,0,3.6,29.9
ORD10178,U1011,D309,2024/11/1 20:34,2636,1,0,4,34.2
ORD23470,U1758,D261,2024/11/1 20:35,1741,0,0,4.1,31.3
ORD13913,U1218,D250,2024/11/1 20:47,2513,0,0,3.8,33.7
ORD23314,U1750,D310,2024/11/1 20:49,2997,1,0,3.9,26.6
ORD19655,U1542,D316,2024/11/1 20:53,3031,0,0,4.2,28.9
ORD13269,U1177,D316,2024/11/1 20:58,2086,0,0,3.6,36.2
ORD20120,U1566,D205,2024/11/1 21:03,3172,0,0,4,25
ORD19094,U1510,D249,2024/11/1 21:03,3178,0,0,4,32
ORD22593,U1705,D315,2024/11/1 21:11,3017,0,0,4.6,26.3
ORD15442,U1298,D308,2024/11/1 21:15,2048,0,0,4.5,30.7
ORD14358,U1238,D206,2024/11/1 21:18,1959,1,0,4.3,26.8
ORD12506,U1136,D278,2024/11/1 21:21,3147,0,0,4.6,27.2
ORD21722,U1658,D308,2024/11/1 21:26,2362,1,0,4.3,31.8
ORD24114,U1791,D200,2024/11/1 21:32,2827,1,0,4.5,27.1
ORD14784,U1263,D210,2024/11/1 21:37,3194,0,0,4,22.2
ORD10770,U1044,D301,2024/11/1 21:58,2598,1,0,3.8,22.6
ORD12908,U1157,D256,2024/11/1 22:03,2755,1,0,3.8,35.1
ORD20720,U1600,D218,2024/11/1 22:06,2437,0,0,3.8,28.4
ORD13627,U1203,D220,2024/11/1 22:16,3179,1,0,4.2,26.6
ORD17970,U1442,D286,2024/11/1 22:26,1810,0,0,4.4,30.7
ORD19490,U1534,D286,2024/11/1 22:31,1801,0,0,3.8,34.9
ORD14403,U1240,D278,2024/11/1 22:33,1760,0,0,4.1,23.5
ORD16124,U1334,D273,2024/11/1 22:36,1649,1,0,4.2,21.5
ORD19853,U1554,D248,2024/11/1 22:37,2249,0,0,4.2,24.2
ORD23318,U1750,D271,2024/11/1 22:47,2983,0,0,3.9,26.1
ORD21978,U1673,D259,2024/11/1 22:55,2899,0,0,3.9,27.5
ORD15724,U1314,D270,2024/11/1 23:00,2790,1,0,4.6,27.3
ORD16259,U1344,D246,2024/11/1 23:03,1684,1,0,3.6,27.9
ORD20723,U1600,D309,2024/11/1 23:04,,0,1,,
ORD23747,U1770,D263,2024/11/1 23:04,2481,0,0,3.9,32.2
ORD23590,U1763,D217,2024/11/1 23:31,1387,1,0,4.3,27.2
ORD20469,U1586,D300,2024/11/1 23:36,1790,0,0,4.6,25.1
ORD24173,U1796,D302,2024/11/1 23:54,1996,1,0,4,29.5
ORD19253,U1521,D227,2024/11/2 0:51,1964,0,0,4.3,26.3
ORD16492,U1356,D237,2024/11/2 3:13,2889,0,0,4.2,24.1
ORD17819,U1436,D276,2024/11/2 5:18,2877,0,0,3.8,26.4
ORD21695,U1658,D290,2024/11/2 5:30,1614,0,0,4.5,23.2
ORD18434,U1470,D233,2024/11/2 7:24,1635,0,0,4.1,26.1
ORD13285,U1179,D227,2024/11/2 7:52,3038,1,0,4.1,30.9
ORD13570,U1201,D309,2024/11/2 7:56,2804,0,0,4.1,23.4
ORD14703,U1260,D243,2024/11/2 8:05,2713,0,0,4,23.4
ORD13983,U1221,D290,2024/11/2 8:06,2339,1,0,4.2,27.2
ORD21103,U1627,D300,2024/11/2 8:16,1487,1,0,4.4,23.7
ORD13239,U1176,D286,2024/11/2 8:25,2838,1,0,4.2,20.6
ORD14840,U1266,D308,2024/11/2 8:31,2145,1,0,4.2,29.3
ORD13009,U1163,D237,2024/11/2 8:48,1358,0,0,4.8,26
ORD17556,U1425,D205,2024/11/2 8:49,1241,0,0,3.9,24.6
ORD10163,U1011,D206,2024/11/2 9:18,1813,0,0,3.8,26
ORD19877,U1556,D294,2024/11/2 9:22,2731,0,0,4.6,23.6
ORD17656,U1430,D232,2024/11/2 9:33,1539,0,0,4.3,25.5
ORD12918,U1157,D300,2024/11/2 9:36,2538,0,0,4.1,24.8
ORD22164,U1681,D294,2024/11/2 9:39,2610,1,0,4.5,24.8
ORD23157,U1745,D224,2024/11/2 9:47,2875,0,0,3.9,22.9
ORD12745,U1148,D317,2024/11/2 9:51,1683,0,0,4,27.4
ORD18750,U1494,D239,2024/11/2 9:52,2282,1,0,4.4,26
ORD16824,U1379,D295,2024/11/2 10:04,1779,0,0,4.8,24.8
ORD19898,U1557,D284,2024/11/2 10:07,1434,0,0,4.1,26.6
ORD22923,U1732,D228,2024/11/2 10:36,2156,0,0,4.2,23.9
ORD15745,U1315,D319,2024/11/2 10:37,1822,0,0,4,29.1
ORD15450,U1298,D290,2024/11/2 10:47,,0,1,,
ORD13835,U1213,D292,2024/11/2 10:53,2084,0,0,4.3,23.3
ORD19615,U1539,D232,2024/11/2 10:55,1711,0,0,4.4,23.6
ORD18946,U1503,D225,2024/11/2 11:03,3104,1,0,4.8,26.2
ORD14806,U1265,D281,2024/11/2 11:09,2425,1,0,4.7,24.1
ORD16006,U1327,D225,2024/11/2 11:11,1232,0,0,3.7,26.3
ORD13140,U1168,D307,2024/11/2 11:12,2132,0,0,4.1,27.9
ORD13655,U1205,D237,2024/11/2 11:16,2205,0,0,3.9,26
ORD21027,U1624,D226,2024/11/2 11:24,1312,1,0,3.8,22.5
ORD14048,U1223,D292,2024/11/2 11:37,2238,1,0,4.5,24.1
ORD12834,U1152,D205,2024/11/2 11:40,2706,1,0,4.3,27.9
ORD23726,U1769,D315,2024/11/2 11:51,1561,0,0,4.3,25.5
